# E = 3.5
# x, V(x), E + psi, E + |psi|^2
-1.746747e+00, 1.525562e+00, 4.011111e+00, 3.761234e+00
-1.736737e+00, 1.508127e+00, 4.005494e+00, 3.755525e+00
-1.726727e+00, 1.490793e+00, 3.999676e+00, 3.749677e+00
-1.716717e+00, 1.473558e+00, 3.993657e+00, 3.743697e+00
-1.706707e+00, 1.456424e+00, 3.987438e+00, 3.737595e+00
-1.696697e+00, 1.439390e+00, 3.981018e+00, 3.731379e+00
-1.686687e+00, 1.422456e+00, 3.974400e+00, 3.725056e+00
-1.676677e+00, 1.405622e+00, 3.967585e+00, 3.718636e+00
-1.666667e+00, 1.388889e+00, 3.960573e+00, 3.712128e+00
-1.656657e+00, 1.372256e+00, 3.953367e+00, 3.705542e+00
-1.646647e+00, 1.355723e+00, 3.945967e+00, 3.698887e+00
-1.636637e+00, 1.339290e+00, 3.938376e+00, 3.692173e+00
-1.626627e+00, 1.322957e+00, 3.930595e+00, 3.685412e+00
-1.616617e+00, 1.306725e+00, 3.922625e+00, 3.678612e+00
-1.606607e+00, 1.290592e+00, 3.914471e+00, 3.671786e+00
-1.596597e+00, 1.274560e+00, 3.906132e+00, 3.664943e+00
-1.586587e+00, 1.258628e+00, 3.897613e+00, 3.658096e+00
-1.576577e+00, 1.242797e+00, 3.888915e+00, 3.651255e+00
-1.566567e+00, 1.227065e+00, 3.880041e+00, 3.644431e+00
-1.556557e+00, 1.211434e+00, 3.870994e+00, 3.637636e+00
-1.546547e+00, 1.195903e+00, 3.861777e+00, 3.630882e+00
-1.536537e+00, 1.180472e+00, 3.852393e+00, 3.624181e+00
-1.526527e+00, 1.165142e+00, 3.842845e+00, 3.617542e+00
-1.516517e+00, 1.149911e+00, 3.833136e+00, 3.610980e+00
-1.506507e+00, 1.134781e+00, 3.823271e+00, 3.604504e+00
-1.496496e+00, 1.119751e+00, 3.813252e+00, 3.598127e+00
-1.486486e+00, 1.104821e+00, 3.803085e+00, 3.591860e+00
-1.476476e+00, 1.089991e+00, 3.792771e+00, 3.585715e+00
-1.466466e+00, 1.075262e+00, 3.782316e+00, 3.579703e+00
-1.456456e+00, 1.060633e+00, 3.771724e+00, 3.573834e+00
-1.446446e+00, 1.046104e+00, 3.761000e+00, 3.568121e+00
-1.436436e+00, 1.031675e+00, 3.750147e+00, 3.562573e+00
-1.426426e+00, 1.017346e+00, 3.739170e+00, 3.557202e+00
-1.416416e+00, 1.003118e+00, 3.728074e+00, 3.552018e+00
-1.406406e+00, 9.889895e-01, 3.716864e+00, 3.547030e+00
-1.396396e+00, 9.749614e-01, 3.705545e+00, 3.542249e+00
-1.386386e+00, 9.610336e-01, 3.694122e+00, 3.537683e+00
-1.376376e+00, 9.472060e-01, 3.682600e+00, 3.533343e+00
-1.366366e+00, 9.334785e-01, 3.670985e+00, 3.529236e+00
-1.356356e+00, 9.198513e-01, 3.659282e+00, 3.525371e+00
-1.346346e+00, 9.063242e-01, 3.647496e+00, 3.521755e+00
-1.336336e+00, 8.928974e-01, 3.635634e+00, 3.518397e+00
-1.326326e+00, 8.795708e-01, 3.623701e+00, 3.515302e+00
-1.316316e+00, 8.663443e-01, 3.611703e+00, 3.512478e+00
-1.306306e+00, 8.532181e-01, 3.599646e+00, 3.509929e+00
-1.296296e+00, 8.401920e-01, 3.587537e+00, 3.507663e+00
-1.286286e+00, 8.272662e-01, 3.575380e+00, 3.505682e+00
-1.276276e+00, 8.144406e-01, 3.563184e+00, 3.503992e+00
-1.266266e+00, 8.017151e-01, 3.550953e+00, 3.502596e+00
-1.256256e+00, 7.890899e-01, 3.538695e+00, 3.501497e+00
-1.246246e+00, 7.765649e-01, 3.526415e+00, 3.500698e+00
-1.236236e+00, 7.641400e-01, 3.514122e+00, 3.500199e+00
-1.226226e+00, 7.518154e-01, 3.501820e+00, 3.500003e+00
-1.216216e+00, 7.395909e-01, 3.489518e+00, 3.500110e+00
-1.206206e+00, 7.274667e-01, 3.477221e+00, 3.500519e+00
-1.196196e+00, 7.154427e-01, 3.464937e+00, 3.501229e+00
-1.186186e+00, 7.035188e-01, 3.452673e+00, 3.502240e+00
-1.176176e+00, 6.916952e-01, 3.440435e+00, 3.503548e+00
-1.166166e+00, 6.799718e-01, 3.428230e+00, 3.505151e+00
-1.156156e+00, 6.683485e-01, 3.416066e+00, 3.507045e+00
